"","X","GLOBAL.UNIQUE.IDENTIFIER","LAST.EDITED.DATE","TAXONOMIC.ORDER","CATEGORY","COMMON.NAME","SCIENTIFIC.NAME","SUBSPECIES.COMMON.NAME","SUBSPECIES.SCIENTIFIC.NAME","OBSERVATION.COUNT","BREEDING.BIRD.ATLAS.CODE","BREEDING.BIRD.ATLAS.CATEGORY","AGE.SEX","COUNTRY","COUNTRY.CODE","STATE","STATE.CODE","COUNTY","COUNTY.CODE","IBA.CODE","BCR.CODE","USFWS.CODE","ATLAS.BLOCK","LOCALITY","LOCALITY.ID","LOCALITY.TYPE","LATITUDE","LONGITUDE","OBSERVATION.DATE","TIME.OBSERVATIONS.STARTED","OBSERVER.ID","SAMPLING.EVENT.IDENTIFIER","PROTOCOL.TYPE","PROTOCOL.CODE","PROJECT.CODE","DURATION.MINUTES","EFFORT.DISTANCE.KM","EFFORT.AREA.HA","NUMBER.OBSERVERS","ALL.SPECIES.REPORTED","GROUP.IDENTIFIER","HAS.MEDIA","APPROVED","REVIEWED","REASON","TRIP.COMMENTS","SPECIES.COMMENTS","NSPECIES","R_AMERIC"
"58",2641837,"URN:CornellLabOfOrnithology:EBIRD:OBS307595431","24:14.0",8,"species","Greater Rhea","Rhea americana","","","X","","","","Brazil","BR","Rio Grande do Sul","BR-RS",NA,NA,NA,NA,NA,NA,"PN Lagoa do Peixe--Tavares Entrance","L683798","H",-31.3188144,-51.0895157,2015-03-22,"10:46:00","obsr611236","S22690450","Traveling","P22","EBIRD",720,19.999,NA,3,1,"G1205020",0,1,0,NA,"Viagem a Tavares com Tancredo Maia e Roberto Aguiar Submitted from  BirdLog SA for Android v1.9.6","",89,1
"59",2643177,"URN:CornellLabOfOrnithology:EBIRD:OBS318232937","25:01.0",8,"species","Greater Rhea","Rhea americana","","","5","","","","Brazil","BR","Rio Grande do Sul","BR-RS",NA,NA,NA,NA,NA,NA,"Circulo Militar de Uruguaiana","L3631662","H",-29.8056087,-57.0936513,2015-05-09,"15:00:00","obsr622511","S23363685","Traveling","P22","EBIRD",150,30,NA,1,1,"",0,1,0,NA,"dia ruim para observar aves, tempo nublado e chuvoso.","",33,1
"60",2643178,"URN:CornellLabOfOrnithology:EBIRD:OBS317653026","24:14.0",8,"species","Greater Rhea","Rhea americana","","","1","","","","Brazil","BR","Rio Grande do Sul","BR-RS",NA,NA,NA,NA,NA,NA,"Espinilho - Cruz Alta","L3626549","P",-28.8488462,-53.7212884,2015-05-09,"13:30:00","obsr621204","S23332570","Historical","P62","EBIRD",150,30,NA,1,1,"",0,1,0,NA,"","",54,1
"61",2643179,"URN:CornellLabOfOrnithology:EBIRD:OBS319524959","21:31.0",8,"species","Greater Rhea","Rhea americana","","","X","","","","Brazil","BR","Rio Grande do Sul","BR-RS",NA,NA,NA,NA,NA,NA,"Tavares - Trilha do Talhamar Mar","L3642354","P",-31.25428,-50.98715,2015-05-13,"17:00:00","obsr619598","S23436971","Traveling","P22","EBIRD",30,5,NA,5,1,"G1270321",0,1,0,NA,"Submitted from  BirdLog SA for Android v1.9.6","",21,1
"62",2643180,"URN:CornellLabOfOrnithology:EBIRD:OBS319533812","21:31.0",8,"species","Greater Rhea","Rhea americana","","","X","","","","Brazil","BR","Rio Grande do Sul","BR-RS",NA,NA,NA,NA,NA,NA,"Tavares - Trilha do Talhamar Mar","L3642354","P",-31.25428,-50.98715,2015-05-13,"17:00:00","obsr360030","S23437539","Traveling","P22","EBIRD",30,5,NA,5,1,"G1270321",0,1,0,NA,"Submitted from  BirdLog SA for Android v1.9.6","",21,1
"63",2645809,"URN:CornellLabOfOrnithology:EBIRD:OBS328002288","24:45.0",8,"species","Greater Rhea","Rhea americana","","","8","","","","Brazil","BR","Rio Grande do Sul","BR-RS",NA,NA,NA,NA,NA,NA,"PN Lagoa do Peixe -- Trilha do Talha-Mar","L3738513","H",-31.2563069,-50.9828968,2015-06-20,"9:25:00","obsr412230","S23989175","Traveling","P22","EBIRD_CAN",124,2.05,NA,3,1,"",0,1,0,NA,"with Rolph and Joan Davis. Turned back just after the bridge due to concerns over a muddy stretch of road. Water levels quite high. Weather clear, sunny, but chilly due to a cold front which arrived a couple of days prior.","",49,1
"64",2645810,"URN:CornellLabOfOrnithology:EBIRD:OBS465026569","24:15.0",8,"species","Greater Rhea","Rhea americana","","","48","","","","Brazil","BR","Rio Grande do Sul","BR-RS",NA,NA,NA,NA,NA,NA,"Barra do Quaraí -- Estrada Pai Passo","L3752575","H",-30.2308282,-57.5102005,2015-06-26,"13:05:00","obsr135090","S34309958","Traveling","P22","EBIRD",153,9.8,NA,5,1,"G2204156",0,1,0,NA,"with RAD et al. Drove the Pai Passo road through tilled fields, pastures, rice fields, and finally as far as the dike between two big lakes, where we stopped for a while to scope the waterbirds before turning back toward the highway.","",68,1
"65",2645811,"URN:CornellLabOfOrnithology:EBIRD:OBS329017758","24:15.0",8,"species","Greater Rhea","Rhea americana","","","48","","","","Brazil","BR","Rio Grande do Sul","BR-RS",NA,NA,NA,NA,NA,NA,"Barra do Quaraí -- Estrada Pai Passo","L3752575","H",-30.2308282,-57.5102005,2015-06-26,"13:05:00","obsr412230","S24063963","Traveling","P22","EBIRD",153,9.8,NA,5,1,"G2204156",0,1,0,NA,"with RAD et al. Drove the Pai Passo road through tilled fields, pastures, rice fields, and finally as far as the dike between two big lakes, where we stopped for a while to scope the waterbirds before turning back toward the highway.","",68,1
"66",2645812,"URN:CornellLabOfOrnithology:EBIRD:OBS328358066","24:15.0",8,"species","Greater Rhea","Rhea americana","","","44","","","","Brazil","BR","Rio Grande do Sul","BR-RS",NA,NA,NA,NA,NA,NA,"Tavares -- Estrada Rincão","L3743312","H",-31.175342,-51.0336657,2015-06-22,"8:20:00","obsr412230","S24014486","Traveling","P22","EBIRD_CAN",170,7.5,NA,3,1,"",0,1,0,NA,"with Rolph and Joan Davis. Birding the rice fields, banhados, and lakes along the Rincão road. Weather mostly overcast and cool.","",69,1
"67",2645813,"URN:CornellLabOfOrnithology:EBIRD:OBS403553561","33:10.0",8,"species","Greater Rhea","Rhea americana","","","1","","","","Brazil","BR","Rio Grande do Sul","BR-RS",NA,NA,NA,NA,NA,NA,"Assentamento Santa Maria do Ibicuí, Manoel Viana","L4606662","P",-29.4878544,-55.6299698,2015-06-27,"11:00:00","obsr756924","S29695558","Incidental","P20","EBIRD",NA,NA,NA,3,0,"",1,1,0,NA,"","",9,1
"68",2645814,"URN:CornellLabOfOrnithology:EBIRD:OBS465026312","06:01.0",8,"species","Greater Rhea","Rhea americana","","","32","","","","Brazil","BR","Rio Grande do Sul","BR-RS",NA,NA,NA,NA,NA,NA,"Uruguaiana -- Coxilha dos Loucos","L3757051","P",-29.9693827,-56.4243479,2015-06-28,"11:12:00","obsr135090","S34309945","Traveling","P22","EBIRD_CAN",142,14,NA,5,1,"G2204152",0,1,0,NA,"Birding the road to the Estancia das Pedras, then left at the T intersection down past a large reservoir (though water levels obviously very low there) and down to a narrow ribbon of scrubby gallery forest where Ricardo had seen White-tipped Plantcutter recently. No luck there, but we did get RAD's life Short-billed Pipit in the rocky short-grass pastures of the Est. das Pedras.","",43,1
"69",2645815,"URN:CornellLabOfOrnithology:EBIRD:OBS329347447","06:01.0",8,"species","Greater Rhea","Rhea americana","","","32","","","","Brazil","BR","Rio Grande do Sul","BR-RS",NA,NA,NA,NA,NA,NA,"Uruguaiana -- Coxilha dos Loucos","L3757051","P",-29.9693827,-56.4243479,2015-06-28,"11:12:00","obsr412230","S24087415","Traveling","P22","EBIRD_CAN",142,14,NA,5,1,"G2204152",0,1,0,NA,"Birding the road to the Estancia das Pedras, then left at the T intersection down past a large reservoir (though water levels obviously very low there) and down to a narrow ribbon of scrubby gallery forest where Ricardo had seen White-tipped Plantcutter recently. No luck there, but we did get RAD's life Short-billed Pipit in the rocky short-grass pastures of the Est. das Pedras.","",43,1
"70",2646995,"URN:CornellLabOfOrnithology:EBIRD:OBS335358195","02:18.0",8,"species","Greater Rhea","Rhea americana","","","7","","","","Brazil","BR","Rio Grande do Sul","BR-RS",NA,NA,NA,NA,NA,NA,"Santa Vitória do Palmar / Chuí","L3836240","P",-33.6717828,-53.4408045,2015-08-02,"9:00:00","obsr509078","S24532986","Incidental","P20","EBIRD",NA,NA,NA,1,0,"",0,1,0,NA,"Occasional birding in grasslands, wetlands and anthropic areas near roads.","",70,1
"71",2647212,"URN:CornellLabOfOrnithology:EBIRD:OBS347183608","03:48.0",8,"species","Greater Rhea","Rhea americana","","","1","","","","Brazil","BR","Rio Grande do Sul","BR-RS",NA,NA,NA,NA,NA,NA,"PE do Espinilho","L3547307","H",-30.1984046,-57.4845243,2015-09-27,"10:00:00","obsr622484","S25370906","Historical","P62","EBIRD",180,NA,NA,4,1,"",0,1,0,NA,"","",11,1
"72",2647800,"URN:CornellLabOfOrnithology:EBIRD:OBS347821392","58:30.0",8,"species","Greater Rhea","Rhea americana","","","1","","","","Brazil","BR","Rio Grande do Sul","BR-RS",NA,NA,NA,NA,NA,NA,"Santa Isabel do Sul","L3935127","H",-32.1187107,-52.5948787,2015-10-10,"6:00:00","obsr622570","S25413491","Traveling","P22","EBIRD_BRA",750,10,NA,2,1,"",0,1,0,NA,"Time: Wittmann - Válido para o Big Day Brasil","",98,1
"73",2647801,"URN:CornellLabOfOrnithology:EBIRD:OBS347867753","58:29.0",8,"species","Greater Rhea","Rhea americana","","","X","","","","Brazil","BR","Rio Grande do Sul","BR-RS",NA,NA,NA,NA,NA,NA,"Santa Izabel do sul","L3957021","P",-32.1128306,-52.6015972,2015-10-10,"6:00:00","obsr622719","S25412948","Traveling","P22","EBIRD_BRA",720,10,NA,2,1,"",0,1,0,NA,"Big Day Brasil primavera 2015","",98,1
"74",2649739,"URN:CornellLabOfOrnithology:EBIRD:OBS352122074","36:35.0",8,"species","Greater Rhea","Rhea americana","","","36","","","","Brazil","BR","Rio Grande do Sul","BR-RS",NA,NA,NA,NA,NA,NA,"Brazil - Cerro Verde","L3995162","P",-30.75717,-55.57276,2015-11-07,"6:30:00","obsr121883","S25741268","Traveling","P22","EBIRD_CAN",300,20,NA,3,1,"",0,1,0,NA,"with Glaysan Benke and Giovanni","",89,1
"75",2649740,"URN:CornellLabOfOrnithology:EBIRD:OBS623153338","14:53.0",8,"species","Greater Rhea","Rhea americana","","","13","","","","Brazil","BR","Rio Grande do Sul","BR-RS",NA,NA,NA,NA,NA,NA,"RS101 Tavares a Mostardas","L7461159","P",-31.20836,-50.98802,2015-11-15,"","obsr814219","S45992400","Incidental","P20","EBIRD",NA,NA,NA,NA,0,"",0,1,0,NA,"Seen while driving","",2,1
"76",2649741,"URN:CornellLabOfOrnithology:EBIRD:OBS419638874","31:16.0",8,"species","Greater Rhea","Rhea americana","","","8","","","","Brazil","BR","Rio Grande do Sul","BR-RS",NA,NA,NA,NA,NA,NA,"PN Lagoa do Peixe -- Trilha do Talha-Mar","L3738513","H",-31.2563069,-50.9828968,2015-11-14,"6:00:00","obsr290902","S30815134","Traveling","P22","EBIRD",485,14,NA,4,0,"",0,1,0,NA,"","",103,1
"77",2649742,"URN:CornellLabOfOrnithology:EBIRD:OBS420480628","02:43.0",8,"species","Greater Rhea","Rhea americana","","","20","","","","Brazil","BR","Rio Grande do Sul","BR-RS",NA,NA,NA,NA,NA,NA,"PN Lagoa do Peixe -- Trilha do Talha-Mar","L3738513","H",-31.2563069,-50.9828968,2015-11-15,"14:00:00","obsr290902","S30878156","Traveling","P22","EBIRD",260,8,NA,6,1,"",0,1,0,NA,"","",83,1
"78",2649743,"URN:CornellLabOfOrnithology:EBIRD:OBS420542228","19:32.0",8,"species","Greater Rhea","Rhea americana","","","1","","","","Brazil","BR","Rio Grande do Sul","BR-RS",NA,NA,NA,NA,NA,NA,"PN Lagoa do Peixe -- Trilha do Talha-Mar","L3738513","H",-31.2563069,-50.9828968,2015-11-17,"15:00:00","obsr290902","S30882577","Traveling","P22","EBIRD",135,8,NA,6,1,"",0,1,0,NA,"","",63,1
"79",2649744,"URN:CornellLabOfOrnithology:EBIRD:OBS398005225","48:09.0",8,"species","Greater Rhea","Rhea americana","","","8","","","","Brazil","BR","Rio Grande do Sul","BR-RS",NA,NA,NA,NA,NA,NA,"PN Lagoa do Peixe - Trilha Talha-Mar / Barra Lagoa","L4559774","P",-31.299538,-50.9651041,2015-11-14,"6:00:00","obsr744171","S29385310","Historical","P62","EBIRD",390,NA,NA,6,1,"",0,1,0,NA,"","",110,1
"80",2649745,"URN:CornellLabOfOrnithology:EBIRD:OBS352846145","39:48.0",8,"species","Greater Rhea","Rhea americana","","","8","","","","Brazil","BR","Rio Grande do Sul","BR-RS",NA,NA,NA,NA,NA,NA,"PN Lagoa do Peixe--Mostardas Entrance","L683785","H",-31.1137977,-50.8565712,2015-11-11,"11:00:00","obsr431534","S25794528","Traveling","P22","EBIRD",420,50,NA,2,1,"",0,1,0,NA,"","",77,1
"81",2649746,"URN:CornellLabOfOrnithology:EBIRD:OBS419628802","39:30.0",8,"species","Greater Rhea","Rhea americana","","","7","","","","Brazil","BR","Rio Grande do Sul","BR-RS",NA,NA,NA,NA,NA,NA,"PN Lagoa do Peixe--Mostardas Entrance","L683785","H",-31.1137977,-50.8565712,2015-11-13,"16:00:00","obsr290902","S30814443","Traveling","P22","EBIRD",140,6,NA,4,1,"",0,1,0,NA,"","",103,1
"82",2652910,"URN:CornellLabOfOrnithology:EBIRD:OBS363791096","20:33.0",8,"species","Greater Rhea","Rhea americana","","","2","","","","Brazil","BR","Rio Grande do Sul","BR-RS",NA,NA,NA,NA,NA,NA,"PN Lagoa do Peixe--Tavares Entrance","L683798","H",-31.3188144,-51.0895157,2015-12-12,"11:00:00","obsr634999","S26696526","Incidental","P20","EBIRD",NA,NA,NA,4,0,"",0,1,0,NA,"","",9,1
"83",2652911,"URN:CornellLabOfOrnithology:EBIRD:OBS364409654","24:15.0",8,"species","Greater Rhea","Rhea americana","","","2","","","","Brazil","BR","Rio Grande do Sul","BR-RS",NA,NA,NA,NA,NA,NA,"PN Lagoa do Peixe -- Trilha do Talha-Mar","L3738513","H",-31.2563069,-50.9828968,2015-12-15,"10:00:00","obsr634999","S26767306","Traveling","P22","EBIRD",90,2,NA,3,0,"",0,1,0,NA,"With Edson Endrigo and Ivan Sjögren","",16,1
"84",2652912,"URN:CornellLabOfOrnithology:EBIRD:OBS361840453","25:54.0",8,"species","Greater Rhea","Rhea americana","","","3","","","","Brazil","BR","Rio Grande do Sul","BR-RS",NA,NA,NA,NA,NA,NA,"PE do Espinilho","L3547307","H",-30.1984046,-57.4845243,2015-12-29,"14:20:00","obsr601274","S26518507","Traveling","P22","EBIRD",230,4,NA,3,1,"G1521937",0,1,0,NA,"Primeiro ao redor da sede do parque, depois na área ao norte","",54,1
"85",2652913,"URN:CornellLabOfOrnithology:EBIRD:OBS362293597","25:54.0",8,"species","Greater Rhea","Rhea americana","","","1","","","","Brazil","BR","Rio Grande do Sul","BR-RS",NA,NA,NA,NA,NA,NA,"PE do Espinilho","L3547307","H",-30.1984046,-57.4845243,2015-12-30,"8:05:00","obsr625058","S26564887","Traveling","P22","EBIRD",190,5,NA,2,1,"G1521938",0,1,0,NA,"","",51,1
"86",2652914,"URN:CornellLabOfOrnithology:EBIRD:OBS363790459","24:15.0",8,"species","Greater Rhea","Rhea americana","","","8","","","","Brazil","BR","Rio Grande do Sul","BR-RS",NA,NA,NA,NA,NA,NA,"PN Lagoa do Peixe -- Trilha do Talha-Mar","L3738513","H",-31.2563069,-50.9828968,2015-12-12,"13:00:00","obsr634999","S26696470","Traveling","P22","EBIRD",120,4,NA,4,1,"",0,1,0,NA,"","",74,1
"87",2652915,"URN:CornellLabOfOrnithology:EBIRD:OBS362040709","25:54.0",8,"species","Greater Rhea","Rhea americana","","","1","","","","Brazil","BR","Rio Grande do Sul","BR-RS",NA,NA,NA,NA,NA,NA,"PE do Espinilho","L3547307","H",-30.1984046,-57.4845243,2015-12-30,"8:05:00","obsr601274","S26536725","Traveling","P22","EBIRD",190,5,NA,2,1,"G1521938",0,1,0,NA,"","",51,1
"88",2652916,"URN:CornellLabOfOrnithology:EBIRD:OBS362293495","25:54.0",8,"species","Greater Rhea","Rhea americana","","","3","","","","Brazil","BR","Rio Grande do Sul","BR-RS",NA,NA,NA,NA,NA,NA,"PE do Espinilho","L3547307","H",-30.1984046,-57.4845243,2015-12-29,"14:20:00","obsr625058","S26564883","Traveling","P22","EBIRD",230,4,NA,3,1,"G1521937",0,1,0,NA,"Primeiro ao redor da sede do parque, depois na área ao norte","",54,1
"89",2652917,"URN:CornellLabOfOrnithology:EBIRD:OBS364481832","36:34.0",8,"species","Greater Rhea","Rhea americana","","","X","","","","Brazil","BR","Rio Grande do Sul","BR-RS",NA,NA,NA,NA,NA,NA,"Barra do Quaraí -- Estrada Pai Passo","L3752575","H",-30.2308282,-57.5102005,2015-12-17,"15:00:00","obsr634999","S26773214","Traveling","P22","EBIRD",120,5,NA,4,1,"",0,1,0,NA,"With Edson Endrigo, Batista and Ivan Sjögren","",41,1
"90",2652918,"URN:CornellLabOfOrnithology:EBIRD:OBS363997054","36:44.0",8,"species","Greater Rhea","Rhea americana","","","X","","","","Brazil","BR","Rio Grande do Sul","BR-RS",NA,NA,NA,NA,NA,NA,"PN Lagoa do Peixe--Mostardas Entrance","L683785","H",-31.1137977,-50.8565712,2015-12-13,"8:00:00","obsr634999","S26730049","Traveling","P22","EBIRD",120,2,NA,3,1,"",0,1,0,NA,"With Edson Endrigo and Ivan Sjögren","",58,1
"91",2652919,"URN:CornellLabOfOrnithology:EBIRD:OBS364275175","36:34.0",8,"species","Greater Rhea","Rhea americana","","","X","","","","Brazil","BR","Rio Grande do Sul","BR-RS",NA,NA,NA,NA,NA,NA,"Tavares -- Estrada Rincão","L3743312","H",-31.175342,-51.0336657,2015-12-14,"15:00:00","obsr634999","S26756670","Traveling","P22","EBIRD",240,20,NA,4,1,"",0,1,0,NA,"","",59,1
"92",2652920,"URN:CornellLabOfOrnithology:EBIRD:OBS364660908","25:56.0",8,"species","Greater Rhea","Rhea americana","","","X","","","","Brazil","BR","Rio Grande do Sul","BR-RS",NA,NA,NA,NA,NA,NA,"Farm E of Uruguaiana","L4143232","P",-29.7761243,-56.9569016,2015-12-18,"9:00:00","obsr634999","S26789310","Traveling","P22","EBIRD",480,3,NA,5,1,"",0,1,0,NA,"With Edson Endrigo, Ivan Sjögren, Ricardo Oliveira and Batista","",96,1
"93",2652921,"URN:CornellLabOfOrnithology:EBIRD:OBS364666341","25:58.0",8,"species","Greater Rhea","Rhea americana","","","X","","","","Brazil","BR","Rio Grande do Sul","BR-RS",NA,NA,NA,NA,NA,NA,"Estancia das Pedras, Uruguaiana","L4143429","P",-29.8959208,-56.6226768,2015-12-19,"8:00:00","obsr634999","S26789796","Traveling","P22","EBIRD",60,4,NA,4,0,"",0,1,0,NA,"With Edson Endrigo, Batista and Ivan Sjögren","",25,1
"94",2652922,"URN:CornellLabOfOrnithology:EBIRD:OBS361625704","58:21.0",8,"species","Greater Rhea","Rhea americana","","","X","FY","C4","","Brazil","BR","Rio Grande do Sul","BR-RS",NA,NA,NA,NA,NA,NA,"BR 472, Uruguaiana","L4102372","H",-29.8755278,-57.112813,2015-12-28,"7:30:00","obsr601274","S26499753","Traveling","P22","EBIRD",280,30,NA,2,1,"G1517995",0,1,0,NA,"Driving with several stops on the way before crossing into Barra do Quaraí, longer stop at and after the Varzea do Itapitoca","",75,1
"95",2652923,"URN:CornellLabOfOrnithology:EBIRD:OBS361711022","58:21.0",8,"species","Greater Rhea","Rhea americana","","","X","FY","C4","","Brazil","BR","Rio Grande do Sul","BR-RS",NA,NA,NA,NA,NA,NA,"BR 472, Uruguaiana","L4102372","H",-29.8755278,-57.112813,2015-12-28,"7:30:00","obsr625058","S26506476","Traveling","P22","EBIRD",280,30,NA,2,1,"G1517995",0,1,0,NA,"Driving with several stops on the way before crossing into Barra do Quaraí, longer stop at and after the Varzea do Itapitoca","",75,1
"96",2655508,"URN:CornellLabOfOrnithology:EBIRD:OBS505331735","03:05.0",8,"species","Greater Rhea","Rhea americana","","","X","","","","Brazil","BR","Rio Grande do Sul","BR-RS",NA,NA,NA,NA,NA,NA,"Uruguaiana","L5895086","P",-29.7976022,-57.0114899,2016-01-09,"9:00:00","obsr348161","S37194704","Incidental","P20","EBIRD_ARG",NA,NA,NA,1,0,"",0,1,0,NA,"","",1,1
"97",2655509,"URN:CornellLabOfOrnithology:EBIRD:OBS372589878","23:29.0",8,"species","Greater Rhea","Rhea americana","","","X","","","","Brazil","BR","Rio Grande do Sul","BR-RS",NA,NA,NA,NA,NA,NA,"Rod. Osvaldo Aranha","L4239241","P",-29.8060928,-57.0050526,2016-01-24,"","obsr652588","S27436551","Incidental","P20","EBIRD",NA,NA,NA,NA,0,"",0,1,0,NA,"","",3,1
"98",2656583,"URN:CornellLabOfOrnithology:EBIRD:OBS445559399","58:08.0",8,"species","Greater Rhea","Rhea americana","","","3","","","","Brazil","BR","Rio Grande do Sul","BR-RS",NA,NA,NA,NA,NA,NA,"RS-040","L5108259","P",-30.1371108,-50.5688667,2016-03-20,"","obsr661287","S32737854","Incidental","P20","EBIRD",NA,NA,NA,2,0,"",0,1,0,NA,"On the way to Tavares.","",10,1
"99",2656584,"URN:CornellLabOfOrnithology:EBIRD:OBS391218032","40:10.0",8,"species","Greater Rhea","Rhea americana","","","3","","","","Brazil","BR","Rio Grande do Sul","BR-RS",NA,NA,NA,NA,NA,NA,"PN Lagoa do Peixe--Tavares Entrance","L683798","H",-31.3188144,-51.0895157,2016-03-22,"10:00:00","obsr661287","S28943962","Traveling","P22","EBIRD",30,12,NA,3,1,"",0,1,0,NA,"Quick search for flamingos.","",38,1
"100",2656585,"URN:CornellLabOfOrnithology:EBIRD:OBS705343901","30:13.0",8,"species","Greater Rhea","Rhea americana","","","1","","","","Brazil","BR","Rio Grande do Sul","BR-RS",NA,NA,NA,NA,NA,NA,"PCH Jardim, André da Rocha","L4746089","H",-28.5691453,-51.3253355,2016-03-16,"7:00:00","obsr499438","S52265632","Traveling","P22","EBIRD",660,34,NA,2,1,"",0,1,0,NA,"","",125,1
"101",2656586,"URN:CornellLabOfOrnithology:EBIRD:OBS391201838","50:10.0",8,"species","Greater Rhea","Rhea americana","","","3","","","","Brazil","BR","Rio Grande do Sul","BR-RS",NA,NA,NA,NA,NA,NA,"PN Lagoa do Peixe -- Trilha do Talha-Mar","L3738513","H",-31.2563069,-50.9828968,2016-03-21,"9:00:00","obsr661287","S28942780","Traveling","P22","EBIRD",330,22,NA,3,1,"",0,1,0,NA,"Mostly rainy. Counted birds up to the sandbar where the lagoon connects with the ocean.","",72,1
"102",2656587,"URN:CornellLabOfOrnithology:EBIRD:OBS379076952","26:59.0",8,"species","Greater Rhea","Rhea americana","","","9","","","","Brazil","BR","Rio Grande do Sul","BR-RS",NA,NA,NA,NA,NA,NA,"PN Lagoa do Peixe -- Trilha do Talha-Mar","L3738513","H",-31.2563069,-50.9828968,2016-03-05,"9:51:00","obsr333708","S27983376","Traveling","P22","EBIRD",180,12.874,NA,1,1,"",0,1,0,NA,"<br />Submitted from eBird for iOS, version 1.1.5 Build 44","",64,1
"103",2660063,"URN:CornellLabOfOrnithology:EBIRD:OBS403280182","05:22.0",8,"species","Greater Rhea","Rhea americana","","","3","","","","Brazil","BR","Rio Grande do Sul","BR-RS",NA,NA,NA,NA,NA,NA,"Região Chico Lumã","L4604556","P",-29.95,-50.6582,2016-05-14,"10:30:00","obsr204078","S29680801","Historical","P62","EBIRD",30,NA,NA,4,1,"",0,1,0,NA,"","",30,1
"104",2660064,"URN:CornellLabOfOrnithology:EBIRD:OBS400352178","54:18.0",8,"species","Greater Rhea","Rhea americana","","","X","","","","Brazil","BR","Rio Grande do Sul","BR-RS",NA,NA,NA,NA,NA,NA,"PN Lagoa do Peixe -- Trilha do Talha-Mar","L3738513","H",-31.2563069,-50.9828968,2016-05-09,"14:50:00","obsr623168","S29521062","Stationary","P21","EBIRD",123,NA,NA,4,1,"",0,1,0,NA,"Na companhia do amigo Lindolfo Souto e sua esposa, guiado pelo Rafael Fortes <br />Submitted from eBird for iOS, version 1.2.0 Build 62","",30,1
"105",2660065,"URN:CornellLabOfOrnithology:EBIRD:OBS400758397","39:33.0",8,"species","Greater Rhea","Rhea americana","","","X","","","","Brazil","BR","Rio Grande do Sul","BR-RS",NA,NA,NA,NA,NA,NA,"PN Lagoa do Peixe -- Trilha do Talha-Mar","L3738513","H",-31.2563069,-50.9828968,2016-05-10,"12:47:00","obsr623168","S29544377","Stationary","P21","EBIRD",290,NA,NA,4,1,"",0,1,0,NA,"Na companhia do amigo Lindolfo Souto e sua esposa, guiados pelo Rafael Fortes. <br />Submitted from eBird for iOS, version 1.2.0 Build 62","",56,1
"106",2660066,"URN:CornellLabOfOrnithology:EBIRD:OBS423100584","15:06.0",8,"species","Greater Rhea","Rhea americana","","","4","","","","Brazil","BR","Rio Grande do Sul","BR-RS",NA,NA,NA,NA,NA,NA,"PN Lagoa do Peixe -- Trilha do Talha-Mar","L3738513","H",-31.2563069,-50.9828968,2016-05-27,"6:30:00","obsr717128","S31076499","Traveling","P22","EBIRD",240,5,NA,4,1,"",0,1,0,NA,"<br />Enviada de eBird Android 1.2.3","",49,1
