"","X","GLOBAL.UNIQUE.IDENTIFIER","LAST.EDITED.DATE","TAXONOMIC.ORDER","CATEGORY","COMMON.NAME","SCIENTIFIC.NAME","SUBSPECIES.COMMON.NAME","SUBSPECIES.SCIENTIFIC.NAME","OBSERVATION.COUNT","BREEDING.BIRD.ATLAS.CODE","BREEDING.BIRD.ATLAS.CATEGORY","AGE.SEX","COUNTRY","COUNTRY.CODE","STATE","STATE.CODE","COUNTY","COUNTY.CODE","IBA.CODE","BCR.CODE","USFWS.CODE","ATLAS.BLOCK","LOCALITY","LOCALITY.ID","LOCALITY.TYPE","LATITUDE","LONGITUDE","OBSERVATION.DATE","TIME.OBSERVATIONS.STARTED","OBSERVER.ID","SAMPLING.EVENT.IDENTIFIER","PROTOCOL.TYPE","PROTOCOL.CODE","PROJECT.CODE","DURATION.MINUTES","EFFORT.DISTANCE.KM","EFFORT.AREA.HA","NUMBER.OBSERVERS","ALL.SPECIES.REPORTED","GROUP.IDENTIFIER","HAS.MEDIA","APPROVED","REVIEWED","REASON","TRIP.COMMENTS","SPECIES.COMMENTS","NSPECIES","R_AMERIC"
"1662",2662701,"URN:CornellLabOfOrnithology:EBIRD:OBS409916042","39:29.0",7071,"species","Great Egret","Ardea alba","","","1","","","","Brazil","BR","Rio Grande do Sul","BR-RS",NA,NA,NA,NA,NA,NA,"BR-Rio Grande do Sul-Jaguarão-Jaguarão Puente Internacional Barón de Mauá - -32,571x-53,378","L4673774","P",-32.5708589,-53.3778761,2016-06-04,"16:05:00","obsr509078","S30084767","Incidental","P20","EBIRD",NA,NA,NA,1,0,"",0,1,0,NA,"With Carlos Just, Janete Gava Just and Ricardo Ghisleri, going to Uruguay. <br />Enviada de eBird Android 1.2.1","",1,0
"1663",2662742,"URN:CornellLabOfOrnithology:EBIRD:OBS439626023","43:47.0",16067,"species","Great Kiskadee","Pitangus sulphuratus","","","1","","","","Brazil","BR","Rio Grande do Sul","BR-RS",NA,NA,NA,NA,NA,NA,"Horizontina","L5049679","P",-27.605861,-54.3134966,2016-06-13,"14:17:00","obsr814626","S32309423","Stationary","P21","EBIRD",8,NA,NA,1,1,"",1,1,0,NA,"","",2,0
"1664",2662791,"URN:CornellLabOfOrnithology:EBIRD:OBS409957303","58:36.0",33452,"species","House Sparrow","Passer domesticus","","","3","","","","Brazil","BR","Rio Grande do Sul","BR-RS",NA,NA,NA,NA,NA,NA,"Av. Centenário","L4674238","P",-32.5745194,-53.3775795,2016-06-04,"17:40:00","obsr509078","S30087370","Incidental","P20","EBIRD",NA,NA,NA,4,0,"",0,1,0,NA,"With Carlos Just, Janete Gava Just and Ricardo Ghisleri.","",2,0
"1665",2662865,"URN:CornellLabOfOrnithology:EBIRD:OBS439231580","49:59.0",12078,"species","Monk Parakeet","Myiopsitta monachus","","","4","","","","Brazil","BR","Rio Grande do Sul","BR-RS",NA,NA,NA,NA,NA,NA,"POA - Sítio Lomba do Pinheiro","L5045110","P",-30.1249412,-51.1006093,2016-06-25,"12:06:00","obsr814626","S32282738","Stationary","P21","EBIRD",30,NA,NA,1,1,"",0,1,0,NA,"","",2,0
"1666",2662890,"URN:CornellLabOfOrnithology:EBIRD:OBS652904456","12:33.0",2926,"species","Pavonine Cuckoo","Dromococcyx pavoninus","","","1","","","","Brazil","BR","Rio Grande do Sul","BR-RS",NA,NA,NA,NA,NA,NA,"The Dall'Oglio's house - Sarandi, Rio Grande do Sul, Brazil","L7878445","P",-27.950183,-52.918108,2016-06-13,"12:43:00","obsr604766","S48194463","Incidental","P20","EBIRD",NA,NA,NA,1,0,"",1,1,0,NA,"Visiting them.","Randomly showed up in their backyard. It foraged a little on the grass, then jumped to the neighbour's house and was not seen again. A short note was written about the species feeding behavior, named ""Description of a foraging behavior of the Pavonine Cuckoo (Dromococcyx pavoninus Pelzeln, 1870) (Cuculiformes: Cuculidae)"". We are currently writing a short note about its appearance inside an urban area.",1,0
"1667",2663055,"URN:CornellLabOfOrnithology:EBIRD:OBS528844659","40:34.0",5226,"species","Slaty-breasted Wood-Rail","Aramides saracura","","","1","","","","Brazil","BR","Rio Grande do Sul","BR-RS",NA,NA,NA,NA,NA,NA,"Jardim Botânico de Porto Alegre","L5037943","H",-30.0521382,-51.1781616,2016-06-12,"9:51:00","obsr770720","S38904810","Incidental","P20","EBIRD",NA,NA,NA,6,0,"",0,1,0,NA,"","",2,0
"1668",2663172,"URN:CornellLabOfOrnithology:EBIRD:OBS409915958","38:53.0",169,"species","Spotted Nothura","Nothura maculosa","","","1","","","","Brazil","BR","Rio Grande do Sul","BR-RS",NA,NA,NA,NA,NA,NA,"BR-Rio Grande do Sul-Jaguarão-24 BR-116 - -32,45x-53,269","L4673770","P",-32.4498894,-53.269471,2016-06-04,"15:52:00","obsr509078","S30084761","Incidental","P20","EBIRD",NA,NA,NA,1,0,"",0,1,0,NA,"With Carlos Just, Janete Gava Just and Ricardo Ghisleri, going to Uruguay. <br />Enviada de eBird Android 1.2.1","",1,0
"1669",2663299,"URN:CornellLabOfOrnithology:EBIRD:OBS439189820","58:07.0",12089,"species","Yellow-chevroned Parakeet","Brotogeris chiriri","","","1","","","","Brazil","BR","Rio Grande do Sul","BR-RS",NA,NA,NA,NA,NA,NA,"Porto Alegre--Rua Eça de Queiroz","L5004527","H",-30.0494163,-51.1935429,2016-06-20,"15:41:00","obsr814626","S32279791","Incidental","P20","EBIRD",NA,NA,NA,1,0,"",0,1,0,NA,"","",1,0
"1670",2663318,"URN:CornellLabOfOrnithology:EBIRD:OBS420200215","17:50.0",9643,"species","Amazon Kingfisher","Chloroceryle amazona","","","1","","","","Brazil","BR","Rio Grande do Sul","BR-RS",NA,NA,NA,NA,NA,NA,"Banhado frente ao trevo molhes Rio Grande","L4718820","H",-32.155,-52.1038889,2016-07-20,"10:36:00","obsr758808","S30855784","Stationary","P21","EBIRD",8,NA,NA,1,1,"",1,1,0,NA,"","",12,0
"1671",2663319,"URN:CornellLabOfOrnithology:EBIRD:OBS534080061","24:16.0",9643,"species","Amazon Kingfisher","Chloroceryle amazona","","","1","","","","Brazil","BR","Rio Grande do Sul","BR-RS",NA,NA,NA,NA,NA,NA,"Lindolfo Collor, Rio Grande do Sul, BR","L6281997","P",-29.5943289,-51.2113182,2016-07-17,"8:09:00","obsr770720","S39271028","Traveling","P22","EBIRD",128,7,NA,2,1,"",0,1,0,NA,"","",46,0
"1672",2663320,"URN:CornellLabOfOrnithology:EBIRD:OBS416351840","35:07.0",9643,"species","Amazon Kingfisher","Chloroceryle amazona","","","1","","","","Brazil","BR","Rio Grande do Sul","BR-RS",NA,NA,NA,NA,NA,NA,"Capão do Leão -- Horto Botânico Teodoro Luiz","L4444050","H",-31.8166371,-52.4319781,2016-07-06,"13:10:00","obsr509078","S30567615","Traveling","P22","EBIRD",180,5,NA,2,1,"G1838135",0,1,0,NA,"Light rain and strong winds.","",38,0
"1673",2663321,"URN:CornellLabOfOrnithology:EBIRD:OBS416354816","35:07.0",9643,"species","Amazon Kingfisher","Chloroceryle amazona","","","1","","","","Brazil","BR","Rio Grande do Sul","BR-RS",NA,NA,NA,NA,NA,NA,"Capão do Leão -- Horto Botânico Teodoro Luiz","L4444050","H",-31.8166371,-52.4319781,2016-07-06,"13:10:00","obsr742454","S30567797","Traveling","P22","EBIRD",180,5,NA,2,1,"G1838135",0,1,0,NA,"Light rain and strong winds.","",38,0
"1674",2663323,"URN:CornellLabOfOrnithology:EBIRD:OBS528263784","47:47.0",11337,"species","American Kestrel","Falco sparverius","","","1","","","","Brazil","BR","Rio Grande do Sul","BR-RS",NA,NA,NA,NA,NA,NA,"Maquiné--área geral","L6220457","H",-29.6766526,-50.2053673,2016-07-24,"7:18:00","obsr770720","S38859487","Traveling","P22","EBIRD",300,6.2,NA,7,1,"",0,1,0,NA,"-","",89,0
"1675",2663324,"URN:CornellLabOfOrnithology:EBIRD:OBS420985632","54:02.0",11337,"species","American Kestrel","Falco sparverius","","","1","","","","Brazil","BR","Rio Grande do Sul","BR-RS",NA,NA,NA,NA,NA,NA,"Aquático Carazinho","L3616132","P",-28.2960867,-52.7815591,2016-07-31,"9:45:00","obsr621234","S30916681","Incidental","P20","EBIRD",NA,NA,NA,1,0,"",0,1,0,NA,"","",29,0
"1676",2663326,"URN:CornellLabOfOrnithology:EBIRD:OBS421894798","54:36.0",11337,"species","American Kestrel","Falco sparverius","","","20","","","","Brazil","BR","Rio Grande do Sul","BR-RS",NA,NA,NA,NA,NA,NA,"Bom Jesus","L4839263","P",-28.6533864,-50.4341555,2016-07-26,"13:00:00","obsr220662","S30985869","Traveling","P22","EBIRD",240,10,NA,4,1,"",0,1,0,NA,"","",46,0
"1677",2663327,"URN:CornellLabOfOrnithology:EBIRD:OBS420121485","21:38.0",11337,"species","American Kestrel","Falco sparverius","","","1","","","","Brazil","BR","Rio Grande do Sul","BR-RS",NA,NA,NA,NA,NA,NA,"Aquático Carazinho","L3616132","P",-28.2960867,-52.7815591,2016-07-25,"16:30:00","obsr621234","S30850004","Incidental","P20","EBIRD",NA,NA,NA,1,0,"",0,1,0,NA,"","",24,0
"1678",2663328,"URN:CornellLabOfOrnithology:EBIRD:OBS421884502","25:53.0",11337,"species","American Kestrel","Falco sparverius","","","2","","","","Brazil","BR","Rio Grande do Sul","BR-RS",NA,NA,NA,NA,NA,NA,"FLONA São Francisco de Paula","L2803110","H",-29.4238507,-50.3867683,2016-07-24,"16:30:00","obsr220662","S30985022","Traveling","P22","EBIRD",120,2,NA,4,1,"",0,1,0,NA,"","",44,0
"1679",2663330,"URN:CornellLabOfOrnithology:EBIRD:OBS417346806","35:07.0",11337,"species","American Kestrel","Falco sparverius","","","1","","","","Brazil","BR","Rio Grande do Sul","BR-RS",NA,NA,NA,NA,NA,NA,"Capão do Leão -- Horto Botânico Teodoro Luiz","L4444050","H",-31.8166371,-52.4319781,2016-07-08,"7:00:00","obsr742454","S30641918","Incidental","P20","EBIRD",NA,NA,NA,1,0,"",0,1,0,NA,"O objetivo central era realizar estudo de frugivoria. Dessa forma, a lista dessas espécies se deu em curtos momentos. Mas a maioria das aves registradas aqui se deu no deslocamento de um ponto de amostragem a outro.","",58,0
"1680",2663331,"URN:CornellLabOfOrnithology:EBIRD:OBS417352974","50:54.0",11337,"species","American Kestrel","Falco sparverius","","","1","","","","Brazil","BR","Rio Grande do Sul","BR-RS",NA,NA,NA,NA,NA,NA,"Estrada de Sta Izabel entre a BR e a 1ª ponte.","L4778177","H",-32.2008333,-52.4863889,2016-07-09,"16:20:00","obsr758808","S30642247","Historical","P62","EBIRD",4,6,NA,1,1,"",0,1,0,NA,"Trecho entre a BR e o início da zona de banhado. Este trecho é caracterizado por zonha de matas de beira de estrada e plantações de arroz.","",24,0
"1681",2663334,"URN:CornellLabOfOrnithology:EBIRD:OBS421897815","20:01.0",11347,"issf","American Kestrel","Falco sparverius","American Kestrel (South American)","Falco sparverius [cinnamominus Group]","10","","","","Brazil","BR","Rio Grande do Sul","BR-RS",NA,NA,NA,NA,NA,NA,"Lajeado","L4839283","P",-29.449688,-51.9708681,2016-07-27,"16:00:00","obsr220662","S30986054","Traveling","P22","EBIRD",120,2,NA,4,1,"",0,1,0,NA,"","",53,0
"1682",2663335,"URN:CornellLabOfOrnithology:EBIRD:OBS420252650","29:24.0",5565,"species","American Oystercatcher","Haematopus palliatus","","","26","","","","Brazil","BR","Rio Grande do Sul","BR-RS",NA,NA,NA,NA,NA,NA,"Praia do cassino - 5km dos molhes","L4817120","H",-32.1672222,-52.1188889,2016-07-20,"11:15:00","obsr758808","S30860218","Traveling","P22","EBIRD",31,6,NA,1,1,"",1,1,0,NA,"","",17,0
"1683",2663336,"URN:CornellLabOfOrnithology:EBIRD:OBS420201645","08:11.0",5565,"species","American Oystercatcher","Haematopus palliatus","","","2","","","","Brazil","BR","Rio Grande do Sul","BR-RS",NA,NA,NA,NA,NA,NA,"Pontal do Cassino, molhes da barra","L4718920","H",-32.1597222,-52.0988889,2016-07-20,"10:46:00","obsr758808","S30855893","Stationary","P21","EBIRD",26,NA,NA,1,1,"",0,1,0,NA,"","",13,0
"1684",2663339,"URN:CornellLabOfOrnithology:EBIRD:OBS421886526","19:21.0",14501,"species","Araucaria Tit-Spinetail","Leptasthenura setaria","","","20","","","","Brazil","BR","Rio Grande do Sul","BR-RS",NA,NA,NA,NA,NA,NA,"FLONA São Francisco de Paula","L2803110","H",-29.4238507,-50.3867683,2016-07-25,"7:00:00","obsr220662","S30985193","Traveling","P22","EBIRD",240,4,NA,4,1,"",0,1,0,NA,"","",62,0
"1685",2663341,"URN:CornellLabOfOrnithology:EBIRD:OBS418399685","06:32.0",14501,"species","Araucaria Tit-Spinetail","Leptasthenura setaria","","","10","","","","Brazil","BR","Rio Grande do Sul","BR-RS",NA,NA,NA,NA,NA,NA,"Floresta Nacional de Passo Fundo--Mato Castelhano","L4793783","H",-28.2938666,-52.1883899,2016-07-16,"8:30:00","obsr621234","S30725059","Traveling","P22","EBIRD",600,6,NA,3,1,"",0,1,0,NA,"","",53,0
"1686",2663342,"URN:CornellLabOfOrnithology:EBIRD:OBS419706105","35:41.0",14501,"species","Araucaria Tit-Spinetail","Leptasthenura setaria","","","6","","","","Brazil","BR","Rio Grande do Sul","BR-RS",NA,NA,NA,NA,NA,NA,"Reserva Valle Azul","L4810627","H",-28.0790233,-52.8748584,2016-07-23,"7:40:00","obsr621234","S30819619","Random","P48","EBIRD",540,5,NA,9,1,"",0,1,0,NA,"encontro mensal do grupo de observadores de aves do Planalto Médio","",76,0
"1687",2663343,"URN:CornellLabOfOrnithology:EBIRD:OBS437970928","21:54.0",15745,"species","Austral Negrito","Lessonia rufa","","","4","","","Male, Juvenile (1)","Brazil","BR","Rio Grande do Sul","BR-RS",NA,NA,NA,NA,NA,NA,"zona rural","L5007897","P",-29.9717025,-56.4541268,2016-07-08,"13:00:00","obsr622484","S32168530","Historical","P62","EBIRD_BRA",180,21,NA,8,0,"",1,1,0,NA,"","",1,0
"1688",2663347,"URN:CornellLabOfOrnithology:EBIRD:OBS421891966","52:39.0",20170,"species","Azure Jay","Cyanocorax caeruleus","","","6","","","","Brazil","BR","Rio Grande do Sul","BR-RS",NA,NA,NA,NA,NA,NA,"São Francisco de Paula--área geral","L2862103","H",-29.4428074,-50.5802276,2016-07-25,"15:00:00","obsr220662","S30985672","Traveling","P22","EBIRD",120,6,NA,4,1,"",0,1,0,NA,"","",39,0
"1689",2663351,"URN:CornellLabOfOrnithology:EBIRD:OBS655347536","07:32.0",20170,"species","Azure Jay","Cyanocorax caeruleus","","","X","","","","Brazil","BR","Rio Grande do Sul","BR-RS",NA,NA,NA,NA,NA,NA,"Camping Galpão de Pedra","L4765029","H",-30.5463889,-53.5466667,2016-07-02,"","obsr623011","S48378480","Incidental","P20","EBIRD",NA,NA,NA,3,0,"G3446016",0,1,0,NA,"Saída da Disciplina de Ecologia II do Curso de Ciências Biológicas da Universidade Federal do Pampa.","",39,0
"1690",2663352,"URN:CornellLabOfOrnithology:EBIRD:OBS416317106","07:32.0",20170,"species","Azure Jay","Cyanocorax caeruleus","","","X","","","","Brazil","BR","Rio Grande do Sul","BR-RS",NA,NA,NA,NA,NA,NA,"Camping Galpão de Pedra","L4765029","H",-30.5463889,-53.5466667,2016-07-02,"","obsr610723","S30564600","Incidental","P20","EBIRD",NA,NA,NA,3,0,"G3446016",0,1,0,NA,"Saída da Disciplina de Ecologia II do Curso de Ciências Biológicas da Universidade Federal do Pampa.","",39,0
"1691",2663353,"URN:CornellLabOfOrnithology:EBIRD:OBS421899994","16:32.0",20170,"species","Azure Jay","Cyanocorax caeruleus","","","3","","","","Brazil","BR","Rio Grande do Sul","BR-RS",NA,NA,NA,NA,NA,NA,"Lajeado","L4839283","P",-29.449688,-51.9708681,2016-07-28,"7:00:00","obsr220662","S30986172","Traveling","P22","EBIRD",180,20,NA,4,1,"",0,1,0,NA,"","",62,0
"1692",2663356,"URN:CornellLabOfOrnithology:EBIRD:OBS439249681","34:59.0",7222,"species","Bare-faced Ibis","Phimosus infuscatus","","","40","","","","Brazil","BR","Rio Grande do Sul","BR-RS",NA,NA,NA,NA,NA,NA,"Parque da Harmonia, Porto Alegre","L4910196","H",-30.0413618,-51.2360233,2016-07-31,"17:20:00","obsr814626","S32284112","Traveling","P22","EBIRD",90,3,NA,1,1,"",0,1,0,NA,"","",7,0
"1693",2663358,"URN:CornellLabOfOrnithology:EBIRD:OBS415636291","58:24.0",7222,"species","Bare-faced Ibis","Phimosus infuscatus","","","1","","","","Brazil","BR","Rio Grande do Sul","BR-RS",NA,NA,NA,NA,NA,NA,"Capão do Leão -- Horto Botânico Teodoro Luiz","L4444050","H",-31.8166371,-52.4319781,2016-07-02,"7:00:00","obsr742454","S30505653","Traveling","P22","EBIRD",120,2,NA,1,1,"",0,1,0,NA,"O objetivo central era realizar estudo de frugivoria. Dessa forma, a lista dessas espécies se deu em curtos momentos. Mas a maioria das aves registradas aqui se deu no deslocamento de um ponto de amostragem a outro.","",60,0
"1694",2663361,"URN:CornellLabOfOrnithology:EBIRD:OBS415552909","58:24.0",7222,"species","Bare-faced Ibis","Phimosus infuscatus","","","10","","","","Brazil","BR","Rio Grande do Sul","BR-RS",NA,NA,NA,NA,NA,NA,"Pelotas -- Banhado do Pontal da Barra","L4406211","H",-31.7788907,-52.2256941,2016-07-02,"14:00:00","obsr509078","S30499734","Traveling","P22","EBIRD_BRA",190,4,NA,2,1,"G1835350",1,1,0,NA,"Sunny day without strong winds.","",62,0
"1695",2663362,"URN:CornellLabOfOrnithology:EBIRD:OBS415894871","58:25.0",7222,"species","Bare-faced Ibis","Phimosus infuscatus","","","10","","","","Brazil","BR","Rio Grande do Sul","BR-RS",NA,NA,NA,NA,NA,NA,"Pelotas -- Banhado do Pontal da Barra","L4406211","H",-31.7788907,-52.2256941,2016-07-02,"14:00:00","obsr778590","S30524547","Traveling","P22","EBIRD_BRA",190,4,NA,2,1,"G1835350",1,1,0,NA,"With Thamiris Barbosa. Sunny day without strong winds.","",62,0
"1696",2663363,"URN:CornellLabOfOrnithology:EBIRD:OBS415633551","55:01.0",7222,"species","Bare-faced Ibis","Phimosus infuscatus","","","1","","","","Brazil","BR","Rio Grande do Sul","BR-RS",NA,NA,NA,NA,NA,NA,"Capão do Leão -- Horto Botânico Teodoro Luiz","L4444050","H",-31.8166371,-52.4319781,2016-07-01,"7:00:00","obsr742454","S30505422","Traveling","P22","EBIRD",120,2,NA,1,1,"",0,1,0,NA,"O objetivo central era realizar estudo de frugivoria. Dessa forma, a lista dessas espécies se deu em curtos momentos. Mas a maioria das aves registradas aqui se deu no deslocamento de um ponto de amostragem a outro.","",54,0
"1697",2663366,"URN:CornellLabOfOrnithology:EBIRD:OBS417255414","44:24.0",7222,"species","Bare-faced Ibis","Phimosus infuscatus","","","3","","","","Brazil","BR","Rio Grande do Sul","BR-RS",NA,NA,NA,NA,NA,NA,"Estrada de Santa Izabel / BR 473","L4083258","H",-32.1608369,-52.5499678,2016-07-09,"14:45:00","obsr758808","S30635746","Historical","P62","EBIRD",30,3,NA,1,1,"",0,1,0,NA,"Os banhados em ambos lados da estrada estavam bem cheios de água. O dia estava nublado, com chuva leve e temperatura em 12ºC e vento suave de 10Km\h.","",31,0
"1698",2663367,"URN:CornellLabOfOrnithology:EBIRD:OBS417243680","38:19.0",7222,"species","Bare-faced Ibis","Phimosus infuscatus","","","1","","","","Brazil","BR","Rio Grande do Sul","BR-RS",NA,NA,NA,NA,NA,NA,"Pelotas, laranjal, banhado antena pelotense","L4724864","P",-31.7569444,-52.2475,2016-07-05,"11:22:00","obsr758808","S30634883","Stationary","P21","EBIRD",23,NA,NA,1,1,"",0,1,0,NA,"","",13,0
"1699",2663368,"URN:CornellLabOfOrnithology:EBIRD:OBS417348060","00:58.0",7222,"species","Bare-faced Ibis","Phimosus infuscatus","","","78","","","","Brazil","BR","Rio Grande do Sul","BR-RS",NA,NA,NA,NA,NA,NA,"Rio Grande--Banhado da Marambaia","L6776025","H",-31.7943577,-52.3167658,2016-07-09,"9:40:00","obsr758808","S30642004","Historical","P62","EBIRD",290,3.5,NA,1,1,"",1,1,0,NA,"Esta estrada continua sendo uma excepcional área para observação e contagem de aves. Divide uma extensa área de banhados e pequenas matas de beira estrada.--O dia desta contagem estava com céu nublado e chovia fraco e a temperatura estava em 12ºC com vento fraco por volta de 10Km/h.","",57,0
"1700",2663369,"URN:CornellLabOfOrnithology:EBIRD:OBS417693917","14:22.0",7222,"species","Bare-faced Ibis","Phimosus infuscatus","","","45","","","","Brazil","BR","Rio Grande do Sul","BR-RS",NA,NA,NA,NA,NA,NA,"Capão do Leão - UFPel","L4597616","H",-31.8002778,-52.4093056,2016-07-13,"9:00:00","obsr509078","S30667546","Incidental","P20","EBIRD",NA,NA,NA,1,0,"",0,1,0,NA,"","",9,0
"1701",2663370,"URN:CornellLabOfOrnithology:EBIRD:OBS419798663","04:22.0",7222,"species","Bare-faced Ibis","Phimosus infuscatus","","","X","","","","Brazil","BR","Rio Grande do Sul","BR-RS",NA,NA,NA,NA,NA,NA,"Capão do Leão - UFPel","L4597616","H",-31.8002778,-52.4093056,2016-07-22,"7:00:00","obsr742454","S30826132","Incidental","P20","EBIRD",NA,NA,NA,1,0,"",0,1,0,NA,"O objetivo central era realizar estudos de frugivoria. Assim, esta lista de espécies foi elaborada em curtos momentos.","",45,0
"1702",2663371,"URN:CornellLabOfOrnithology:EBIRD:OBS417597547","14:38.0",7222,"species","Bare-faced Ibis","Phimosus infuscatus","","","33","","","","Brazil","BR","Rio Grande do Sul","BR-RS",NA,NA,NA,NA,NA,NA,"Capão do Leão - UFPel","L4597616","H",-31.8002778,-52.4093056,2016-07-12,"15:00:00","obsr509078","S30660028","Incidental","P20","EBIRD_BRA",NA,NA,NA,1,0,"",0,1,0,NA,"","",9,0
"1703",2663373,"URN:CornellLabOfOrnithology:EBIRD:OBS420087642","38:19.0",7222,"species","Bare-faced Ibis","Phimosus infuscatus","","","1","","","","Brazil","BR","Rio Grande do Sul","BR-RS",NA,NA,NA,NA,NA,NA,"Pelotas, laranjal, banhado antena pelotense","L4724864","P",-31.7569444,-52.2475,2016-07-12,"11:40:00","obsr758808","S30847421","Stationary","P21","EBIRD",50,NA,NA,1,1,"",0,1,0,NA,"","",13,0
"1704",2663374,"URN:CornellLabOfOrnithology:EBIRD:OBS419304238","04:22.0",7222,"species","Bare-faced Ibis","Phimosus infuscatus","","","5","","","","Brazil","BR","Rio Grande do Sul","BR-RS",NA,NA,NA,NA,NA,NA,"Capão do Leão - UFPel","L4597616","H",-31.8002778,-52.4093056,2016-07-20,"7:00:00","obsr742454","S30790379","Incidental","P20","EBIRD",NA,NA,NA,1,0,"",0,1,0,NA,"","",45,0
"1705",2663375,"URN:CornellLabOfOrnithology:EBIRD:OBS420253889","06:02.0",7222,"species","Bare-faced Ibis","Phimosus infuscatus","","","2","","","","Brazil","BR","Rio Grande do Sul","BR-RS",NA,NA,NA,NA,NA,NA,"Estrada da Lagoa Verde","L4817973","H",-32.1241667,-52.1758333,2016-07-20,"12:13:00","obsr758808","S30860320","Stationary","P21","EBIRD",25,NA,NA,1,1,"",0,1,0,NA,"","",20,0
"1706",2663376,"URN:CornellLabOfOrnithology:EBIRD:OBS420413933","16:34.0",7222,"species","Bare-faced Ibis","Phimosus infuscatus","","","5","","","","Brazil","BR","Rio Grande do Sul","BR-RS",NA,NA,NA,NA,NA,NA,"Banhado do Capão Seco, Rio Grande","L3746659","H",-31.8194714,-52.3250313,2016-07-23,"16:45:00","obsr758808","S30873067","Traveling","P22","EBIRD",20,2,NA,1,1,"",0,1,0,NA,"","",23,0
"1707",2663379,"URN:CornellLabOfOrnithology:EBIRD:OBS418247720","56:20.0",7222,"species","Bare-faced Ibis","Phimosus infuscatus","","","2","","","","Brazil","BR","Rio Grande do Sul","BR-RS",NA,NA,NA,NA,NA,NA,"Capão do Leão - Banhado do Canal São Gonçalo","L4791490","H",-31.8133048,-52.4158466,2016-07-16,"8:30:00","obsr742454","S30711349","Traveling","P22","EBIRD",150,1.5,NA,1,1,"",0,1,0,NA,"Objetivo central era marcar coordenadas de novos pontos para estudo de frugivoria. Esta lista foi feita em momentos curtos.","",35,0
"1708",2663388,"URN:CornellLabOfOrnithology:EBIRD:OBS528846693","58:25.0",33051,"species","Black-and-rufous Warbling-Finch","Poospiza nigrorufa","","","2","","","","Brazil","BR","Rio Grande do Sul","BR-RS",NA,NA,NA,NA,NA,NA,"São Leopoldo -- Parque Imperatriz","L3627940","H",-29.7607419,-51.1301525,2016-07-30,"9:00:00","obsr770720","S38905003","Stationary","P21","EBIRD",60,NA,NA,2,1,"",0,1,0,NA,"","",6,0
"1709",2663392,"URN:CornellLabOfOrnithology:EBIRD:OBS420267742","58:25.0",33051,"species","Black-and-rufous Warbling-Finch","Poospiza nigrorufa","","","2","","","","Brazil","BR","Rio Grande do Sul","BR-RS",NA,NA,NA,NA,NA,NA,"Estrada de Santa Izabel / BR 473","L4083258","H",-32.1608369,-52.5499678,2016-07-23,"7:30:00","obsr758808","S30861495","Stationary","P21","EBIRD",222,NA,NA,1,1,"",0,1,0,NA,"Maior parte da contagem foi de dentro do carro pois o local é uma estrada ladeada de banhados. As espécies foram contadas até uma distância de 300m do observador. Equipamentos usados: Luneta, binóculo, camera nikon P900 zoom 83x e canon t5i lente 70-300.","",58,0
"1710",2663406,"URN:CornellLabOfOrnithology:EBIRD:OBS417422600","31:30.0",21356,"species","Blue-and-white Swallow","Pygochelidon cyanoleuca","","","2","","","","Brazil","BR","Rio Grande do Sul","BR-RS",NA,NA,NA,NA,NA,NA,"Aquático Carazinho","L3616132","P",-28.2960867,-52.7815591,2016-07-11,"15:47:00","obsr621234","S30647273","Incidental","P20","EBIRD",NA,NA,NA,1,0,"",0,1,0,NA,"","",22,0
"1711",2663425,"URN:CornellLabOfOrnithology:EBIRD:OBS416764815","19:22.0",32530,"species","Blue-and-yellow Tanager","Pipraeidea bonariensis","","","1","","","","Brazil","BR","Rio Grande do Sul","BR-RS",NA,NA,NA,NA,NA,NA,"Aquático Carazinho","L3616132","P",-28.2960867,-52.7815591,2016-07-08,"16:55:00","obsr621234","S30603450","Incidental","P20","EBIRD",NA,NA,NA,1,0,"",0,1,0,NA,"","",27,0
"1712",2663440,"URN:CornellLabOfOrnithology:EBIRD:OBS420554281","32:46.0",14344,"species","Buff-browed Foliage-gleaner","Syndactyla rufosuperciliata","","","1","","","","Brazil","BR","Rio Grande do Sul","BR-RS",NA,NA,NA,NA,NA,NA,"Aquático Carazinho","L3616132","P",-28.2960867,-52.7815591,2016-07-28,"15:45:00","obsr621234","S30883441","Incidental","P20","EBIRD",NA,NA,NA,1,0,"",0,1,0,NA,"","",20,0
"1713",2663451,"URN:CornellLabOfOrnithology:EBIRD:OBS420104281","31:56.0",7171,"species","Black-crowned Night-Heron","Nycticorax nycticorax","","","1","","","","Brazil","BR","Rio Grande do Sul","BR-RS",NA,NA,NA,NA,NA,NA,"banhado frente a 4ª secção, barra Rio Grande","L4717292","H",-32.1522222,-52.1061111,2016-07-20,"10:20:00","obsr758808","S30848721","Stationary","P21","EBIRD",10,NA,NA,1,1,"",0,1,0,NA,"","",18,0
"1714",2663464,"URN:CornellLabOfOrnithology:EBIRD:OBS420199701","38:46.0",5538,"species","Black-necked Stilt","Himantopus mexicanus","","","2","","","","Brazil","BR","Rio Grande do Sul","BR-RS",NA,NA,NA,NA,NA,NA,"Rio Grande--Lagoa da Leal Santos","L4815780","H",-32.1372222,-52.1077778,2016-07-20,"10:00:00","obsr758808","S30855740","Stationary","P21","EBIRD",14,NA,NA,1,1,"",0,1,0,NA,"","",18,0
